Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"FET Type","Technology","Drain to Source Voltage (Vdss)","Current - Continuous Drain (Id) @ 25°C","Drive Voltage (Max Rds On, Min Rds On)","Rds On (Max) @ Id, Vgs","Vgs(th) (Max) @ Id","Gate Charge (Qg) (Max) @ Vgs","Vgs (Max)","Input Capacitance (Ciss) (Max) @ Vds","FET Feature","Power Dissipation (Max)","Operating Temperature","Grade","Qualification","Mounting Type","Supplier Device Package","Package / Case"
"https://www.diodes.com/assets/Datasheets/DMN3018SFG.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6295/31%7EPOWERDI3333-8%7E%7E8.jpg","DMN3018SFG-13DITR-ND,DMN3018SFG-13DICT-ND,DMN3018SFG-13DIDKR-ND","DMN3018SFG-13","Diodes Incorporated","Diodes Incorporated","MOSFET N-CH 30V 8.5A PWRDI3333-8","13,740","0.48","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","N-Channel","MOSFET (Metal Oxide)","30 V","8.5A (Ta)","4.5V, 10V","21mOhm @ 10A, 10V","2.1V @ 250µA","13.2 nC @ 10 V","±25V","697 pF @ 15 V","-","1W (Ta)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","POWERDI3333-8","8-PowerVDFN"
"https://www.infineon.com/dgdl/irfts8342pbf.pdf?fileId=5546d462533600a40153563ae3bd21f1","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2605/SOT-23-6%20PKG.jpg","IRFTS8342TRPBFTR-ND,IRFTS8342TRPBFCT-ND,IRFTS8342TRPBFDKR-ND","IRFTS8342TRPBF","Infineon Technologies","Infineon Technologies","MOSFET N-CH 30V 8.2A 6TSOP","13,943","0.51","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","HEXFET®","Active","N-Channel","MOSFET (Metal Oxide)","30 V","8.2A (Ta)","4.5V, 10V","19mOhm @ 8.2A, 10V","2.35V @ 25µA","4.8 nC @ 4.5 V","±20V","560 pF @ 25 V","-","2W (Ta)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","6-TSOP","SOT-23-6"
"https://www.aosmd.com/sites/default/files/media/AOSGreenPolicy.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/785%7EPO-00047%7E%7E8.jpg","785-1581-2-ND,785-1581-1-ND,785-1581-6-ND","AON7410","Alpha & Omega Semiconductor Inc.","Alpha & Omega Semiconductor Inc.","MOSFET N-CH 30V 9.5A/24A 8DFN","247,854","0.55","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Not For New Designs","N-Channel","MOSFET (Metal Oxide)","30 V","9.5A (Ta), 24A (Tc)","4.5V, 10V","20mOhm @ 8A, 10V","2.5V @ 250µA","12 nC @ 10 V","±20V","660 pF @ 15 V","-","3.1W (Ta), 20W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","8-DFN-EP (3x3)","8-PowerVDFN"
"https://aosmd.com/res/data_sheets/AONR32320C.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/785%7EPO-00047%7E%7E8.jpg","785-AONR32320CTR-ND,785-AONR32320CCT-ND,785-AONR32320CDKR-ND","AONR32320C","Alpha & Omega Semiconductor Inc.","Alpha & Omega Semiconductor Inc.","MOSFET N-CH 30V 9.5A/12A 8DFN","9,847","0.56","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","N-Channel","MOSFET (Metal Oxide)","30 V","9.5A (Ta), 12A (Tc)","4.5V, 10V","21mOhm @ 9.5A, 10V","2.3V @ 250µA","20 nC @ 10 V","±20V","650 pF @ 15 V","-","3.1W (Ta), 11W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","8-DFN-EP (3x3)","8-PowerVDFN"
"https://assets.nexperia.com/documents/data-sheet/PMPB14XN.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/761/MFG_6-DFN2020MD_View-2.jpg","1727-PMPB14XNXTR-ND,1727-PMPB14XNXCT-ND,1727-PMPB14XNXDKR-ND","PMPB14XNX","Nexperia USA Inc.","Nexperia USA Inc.","MOSFET N-CH 40V 8.1A DFN2020MD-6","10,876","0.58","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","TrenchMOS™","Active","N-Channel","MOSFET (Metal Oxide)","40 V","8.1A (Ta)","1.5V, 4.5V","18mOhm @ 8.1A, 4.5V","900mV @ 250µA","28 nC @ 4.5 V","±8V","1625 pF @ 20 V","-","3.8W (Ta), 12.5W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","DFN2020MD-6","6-UDFN Exposed Pad"
"https://www.infineon.com/dgdl/irlts6342pbf.pdf?fileId=5546d462533600a401535671f35a271a","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2605/SOT-23-6%20PKG.jpg","IRLTS6342TRPBFTR-ND,IRLTS6342TRPBFCT-ND,IRLTS6342TRPBFDKR-ND","IRLTS6342TRPBF","Infineon Technologies","Infineon Technologies","MOSFET N-CH 30V 8.3A 6TSOP","3,614","0.58","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","HEXFET®","Active","N-Channel","MOSFET (Metal Oxide)","30 V","8.3A (Ta)","2.5V, 4.5V","17.5mOhm @ 8.3A, 4.5V","1.1V @ 10µA","11 nC @ 4.5 V","±12V","1010 pF @ 25 V","-","2W (Ta)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","6-TSOP","SOT-23-6"
"https://www.vishay.com/docs/62082/sq2348ces.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E5479%7EDS%2CE%2CK%7E3.jpg","742-SQ2348CES-T1_GE3TR-ND,742-SQ2348CES-T1_GE3CT-ND,742-SQ2348CES-T1_GE3DKR-ND","SQ2348CES-T1_GE3","Vishay Siliconix","Vishay Siliconix","AUTOMOTIVE N-CHANNEL 30 V (D-S)","1,377","0.59","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","TrenchFET®","Active","N-Channel","MOSFET (Metal Oxide)","30 V","8A (Tc)","4.5V, 10V","24mOhm @ 12A, 10V","2.5V @ 250µA","14.5 nC @ 10 V","±20V","540 pF @ 15 V","-","3W (Tc)","-55°C ~ 175°C (TJ)","Automotive","AEC-Q101","Surface Mount","SOT-23-3 (TO-236)","TO-236-3, SC-59, SOT-23-3"
"https://www.mccsemi.com/pdf/Products/MCQ4435(SOP-8).pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/353%7E8SOP-3.9%7E%7E8.jpg","MCQ4435-TPMSTR-ND,MCQ4435-TPMSCT-ND,MCQ4435-TPMSDKR-ND","MCQ4435-TP","MCC (Micro Commercial Components)","MCC (Micro Commercial Components)","MOSFET P-CH 30V 9.1A 8SOP","80,373","0.61","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","P-Channel","MOSFET (Metal Oxide)","30 V","9.1A (Tj)","10V","24mOhm @ 9.1A, 10V","3V @ 250µA","50 nC @ 10 V","±20V","1350 pF @ 15 V","-","1.4W (Tj)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","8-SOP","8-SOIC (0.154"", 3.90mm Width)"
"https://assets.nexperia.com/documents/data-sheet/PMPB12R7EP.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6349/MFG_1727%7ESOT1220-2%7E%7E6.jpg","1727-PMPB12R7EPXTR-ND,1727-PMPB12R7EPXCT-ND,1727-PMPB12R7EPXDKR-ND","PMPB12R7EPX","Nexperia USA Inc.","Nexperia USA Inc.","PMPB12R7EP - 30 V, P-CHANNEL TRE","3,763","0.63","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","TrenchMOS™","Active","P-Channel","MOSFET (Metal Oxide)","30 V","8.7A (Ta)","4.5V, 10V","15.5mOhm @ 8.7A, 10V","2.5V @ 250µA","49 nC @ 10 V","±20V","1638 pF @ 15 V","-","1.9W (Ta), 12.5W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","DFN2020M-6","6-UDFN Exposed Pad"
"https://www.vishay.com/docs/62890/si3417dv.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E5540%7EDV%2CEV%7E6.jpg","SI3417DV-T1-GE3TR-ND,SI3417DV-T1-GE3CT-ND,SI3417DV-T1-GE3DKR-ND","SI3417DV-T1-GE3","Vishay Siliconix","Vishay Siliconix","MOSFET P-CH 30V 8A 6TSOP","10,442","0.64","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","TrenchFET®","Active","P-Channel","MOSFET (Metal Oxide)","30 V","8A (Ta)","4.5V, 10V","25.2mOhm @ 7.3A, 10V","3V @ 250µA","50 nC @ 10 V","±20V","1350 pF @ 15 V","-","2W (Ta), 4.2W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","6-TSOP","SOT-23-6 Thin, TSOT-23-6"
"https://assets.nexperia.com/documents/data-sheet/BUK6D23-40E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6352/MFG_1727%7ESOT1220%7E%7E6.jpg","1727-8336-2-ND,1727-8336-1-ND,1727-8336-6-ND","BUK6D23-40EX","Nexperia USA Inc.","Nexperia USA Inc.","MOSFET N-CH 40V 8A/19A 6DFN","6,770","0.65","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","TrenchMOS™","Active","N-Channel","MOSFET (Metal Oxide)","40 V","8A (Ta), 19A (Tc)","4.5V, 10V","23mOhm @ 8A, 10V","2.7V @ 250µA","19 nC @ 10 V","±20V","582 pF @ 20 V","-","2.3W (Ta), 15W (Tc)","-55°C ~ 175°C (TJ)","Automotive","AEC-Q101","Surface Mount","DFN2020MD-6","6-UDFN Exposed Pad"
"https://www.rohm.com/datasheet?p=RQ3E080GN&dist=Digi-key&media=referral&source=digi-key.com&campaign=Digi-key","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6310/846%7EHSMT8%7E%7E8.jpg","RQ3E080GNTBTR-ND,RQ3E080GNTBCT-ND,RQ3E080GNTBDKR-ND","RQ3E080GNTB","Rohm Semiconductor","Rohm Semiconductor","MOSFET N-CH 30V 8A 8HSMT","1,881","0.65","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","N-Channel","MOSFET (Metal Oxide)","30 V","8A (Ta)","4.5V, 10V","16.7mOhm @ 8A, 10V","2.5V @ 1mA","5.8 nC @ 10 V","±20V","295 pF @ 15 V","-","2W (Ta), 15W (Tc)","150°C (TJ)","-","-","Surface Mount","8-HSMT (3.2x3)","8-PowerVDFN"
"https://www.vishay.com/docs/63080/sqa405cejw.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4365/MFG_PowerPAK-SC-701W-6L-Single.jpg","742-SQA405CEJW-T1_GE3TR-ND,742-SQA405CEJW-T1_GE3CT-ND,742-SQA405CEJW-T1_GE3DKR-ND","SQA405CEJW-T1_GE3","Vishay Siliconix","Vishay Siliconix","AUTOMOTIVE P-CHANNEL 40 V (D-S)","17,245","0.66","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","TrenchFET®","Active","P-Channel","MOSFET (Metal Oxide)","40 V","9A (Tc)","4.5V, 10V","39.5mOhm @ 5A, 10V","2.5V @ 250µA","34 nC @ 10 V","±20V","1700 pF @ 25 V","-","13.6W (Tc)","-55°C ~ 175°C (TJ)","Automotive","AEC-Q101","Surface Mount, Wettable Flank","PowerPAK®SC-70W-6","6-PowerVDFN"
"https://assets.nexperia.com/documents/data-sheet/PXP015-30QL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2613/1727%7ESOT8002-1%7E%7E8.JPG","1727-PXP015-30QLJTR-ND,1727-PXP015-30QLJCT-ND,1727-PXP015-30QLJDKR-ND","PXP015-30QLJ","Nexperia USA Inc.","Nexperia USA Inc.","P-CHANNEL TRENCH MOSFET","5,505","0.66","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","P-Channel","MOSFET (Metal Oxide)","30 V","8A (Ta), 24.7A (Tc)","4.5V, 10V","15.8mOhm @ 8.1A, 10V","2V @ 250µA","36.9 nC @ 10 V","±25V","1200 pF @ 15 V","-","1.7W (Ta), 16W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","MLPAK33","8-PowerVDFN"
"https://assets.nexperia.com/documents/data-sheet/BUK9D23-40E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6352/MFG_1727%7ESOT1220%7E%7E6.jpg","1727-BUK9D23-40EXTR-ND,1727-BUK9D23-40EXCT-ND,1727-BUK9D23-40EXDKR-ND","BUK9D23-40EX","Nexperia USA Inc.","Nexperia USA Inc.","MOSFET N-CH 40V 8A DFN2020MD-6","7,239","0.67","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","N-Channel","MOSFET (Metal Oxide)","40 V","8A (Ta)","4.5V, 10V","23mOhm @ 8A, 10V","2.1V @ 250µA","17 nC @ 10 V","±15V","637 pF @ 20 V","-","15W (Tc)","-55°C ~ 175°C (TJ)","Automotive","AEC-Q101","Surface Mount","DFN2020MD-6","6-UDFN Exposed Pad"
"https://www.infineon.com/dgdl/irfr120zpbf.pdf?fileId=5546d462533600a40153562d2f422050","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6166/448%7ETO252AA%7E%7E2.jpg","IRFR120ZTRPBFTR-ND,IRFR120ZTRPBFCT-ND,IRFR120ZTRPBFDKR-ND","IRFR120ZTRPBF","Infineon Technologies","Infineon Technologies","MOSFET N-CH 100V 8.7A DPAK","51,742","0.68","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","HEXFET®","Active","N-Channel","MOSFET (Metal Oxide)","100 V","8.7A (Tc)","10V","190mOhm @ 5.2A, 10V","4V @ 250µA","10 nC @ 10 V","±20V","310 pF @ 25 V","-","35W (Tc)","-55°C ~ 175°C (TJ)","-","-","Surface Mount","TO-252AA (DPAK)","TO-252-3, DPAK (2 Leads + Tab), SC-63"
"https://www.infineon.com/dgdl/irfhs8342pbf.pdf?fileId=5546d462533600a401535623992e1f5f","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6296/448%7E6PQFN%28DFN2020%29-1-2X2%7E%7E6.jpg","IRFHS8342TRPBFTR-ND,IRFHS8342TRPBFCT-ND,IRFHS8342TRPBFDKR-ND","IRFHS8342TRPBF","Infineon Technologies","Infineon Technologies","MOSFET N-CH 30V 8.8A/19A TSDSON","27,983","0.68","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","HEXFET®","Last Time Buy","N-Channel","MOSFET (Metal Oxide)","30 V","8.8A (Ta), 19A (Tc)","4.5V, 10V","16mOhm @ 8.5A, 10V","2.35V @ 25µA","8.7 nC @ 10 V","±20V","600 pF @ 25 V","-","2.1W (Ta)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","6-PQFN (2x2) (DFN2020)","6-PowerVDFN"
"https://assets.nexperia.com/documents/data-sheet/PMPB10XN.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/761/MFG_6-DFN2020MD_View-2.jpg","1727-PMPB10XNXTR-ND,1727-PMPB10XNXCT-ND,1727-PMPB10XNXDKR-ND","PMPB10XNX","Nexperia USA Inc.","Nexperia USA Inc.","MOSFET N-CH 30V 9.5A DFN2020MD-6","7,968","0.7","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","TrenchMOS™","Active","N-Channel","MOSFET (Metal Oxide)","30 V","9.5A (Ta)","1.5V, 4.5V","13mOhm @ 9.5A, 4.5V","900mV @ 250µA","30 nC @ 4.5 V","±8V","1761 pF @ 15 V","-","3.8W (Ta), 12.5W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","DFN2020MD-6","6-UDFN Exposed Pad"
"https://www.diodes.com/assets/Datasheets/DMP6185SK3.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6210/31%7ETO252-2%7ED%2CK%7E2.jpg","31-DMP6185SK3-13TR-ND,31-DMP6185SK3-13CT-ND,31-DMP6185SK3-13DKR-ND","DMP6185SK3-13","Diodes Incorporated","Diodes Incorporated","MOSFET P-CH 60V 9.4A TO252","1,789","0.74","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","P-Channel","MOSFET (Metal Oxide)","60 V","9.4A (Tc)","4.5V, 10V","150mOhm @ 12A, 10V","3V @ 250µA","14 nC @ 10 V","±20V","708 pF @ 30 V","-","1.6W (Ta)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","TO-252-3","TO-252-3, DPAK (2 Leads + Tab), SC-63"
"https://www.vishay.com/docs/75579/sqa442ej.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E5934%7EDJ%7E6.jpg","SQA442EJ-T1_GE3TR-ND,SQA442EJ-T1_GE3CT-ND,SQA442EJ-T1_GE3DKR-ND","SQA442EJ-T1_GE3","Vishay Siliconix","Vishay Siliconix","MOSFET N-CH 60V 9A PPAK SC70-6","4,651","0.75","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","TrenchFET®","Active","N-Channel","MOSFET (Metal Oxide)","60 V","9A (Tc)","4.5V, 10V","32mOhm @ 3A, 10V","2.5V @ 250µA","9.7 nC @ 10 V","±20V","636 pF @ 25 V","-","13.6W (Tc)","-55°C ~ 175°C (TJ)","Automotive","AEC-Q101","Surface Mount","PowerPAK® SC-70-6","PowerPAK® SC-70-6"
"https://www.vishay.com/docs/62921/si3421dv.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E5540%7EDV%2CEV%7E6.jpg","SI3421DV-T1-GE3TR-ND,SI3421DV-T1-GE3CT-ND,SI3421DV-T1-GE3DKR-ND","SI3421DV-T1-GE3","Vishay Siliconix","Vishay Siliconix","MOSFET P-CH 30V 8A 6TSOP","9,319","0.77","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","TrenchFET®","Active","P-Channel","MOSFET (Metal Oxide)","30 V","8A (Tc)","4.5V, 10V","19.2mOhm @ 7A, 10V","3V @ 250µA","69 nC @ 10 V","±20V","2580 pF @ 15 V","-","2W (Ta), 4.2W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","6-TSOP","SOT-23-6 Thin, TSOT-23-6"
"https://www.onsemi.com/pdf/datasheet/fdc8878-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5858/488%7EMKT-MA06A%7E%7E6.jpg","FDC8878TR-ND,FDC8878CT-ND,FDC8878DKR-ND","FDC8878","onsemi","onsemi","MOSFET N-CH 30V 8A/8A SUPERSOT6","1,854","0.78","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","PowerTrench®","Active","N-Channel","MOSFET (Metal Oxide)","30 V","8A (Ta), 8A (Tc)","4.5V, 10V","16mOhm @ 8A, 10V","3V @ 250µA","18 nC @ 10 V","±20V","1040 pF @ 15 V","-","1.6W (Ta)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","SuperSOT™-6","SOT-23-6 Thin, TSOT-23-6"
"https://www.diodes.com/assets/Datasheets/DMT6016LSS.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5741/31%7E8SO-3.9%7E%7E8.jpg","DMT6016LSS-13DITR-ND,DMT6016LSS-13DICT-ND,DMT6016LSS-13DIDKR-ND","DMT6016LSS-13","Diodes Incorporated","Diodes Incorporated","MOSFET N-CH 60V 9.2A 8SO","23,210","0.8","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","N-Channel","MOSFET (Metal Oxide)","60 V","9.2A (Ta)","4.5V, 10V","18mOhm @ 10A, 10V","2.5V @ 250µA","17 nC @ 10 V","±20V","864 pF @ 30 V","-","1.5W (Ta)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","8-SO","8-SOIC (0.154"", 3.90mm Width)"
"https://www.diodes.com/assets/Datasheets/DMN3024LK3.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6210/31%7ETO252-2%7ED%2CK%7E2.jpg","DMN3024LK3-13DITR-ND,DMN3024LK3-13DICT-ND,DMN3024LK3-13DIDKR-ND","DMN3024LK3-13","Diodes Incorporated","Diodes Incorporated","MOSFET N-CH 30V 9.78A TO252-3","4,955","0.82","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","N-Channel","MOSFET (Metal Oxide)","30 V","9.78A (Ta)","4.5V, 10V","24mOhm @ 7A, 10V","3V @ 250µA","12.9 nC @ 10 V","±20V","608 pF @ 15 V","-","2.17W (Ta)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","TO-252-3","TO-252-3, DPAK (2 Leads + Tab), SC-63"
"https://www.infineon.com/dgdl/Infineon-BSZ180P03NS3_G-DS-v02_01-en.pdf?fileId=db3a304326dfb13001271f04398f4ec1","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6167/448%7EPPG-TSDSON-8-1.1%7E%7E8.jpg","448-BSZ180P03NS3GATMA1TR-ND,448-BSZ180P03NS3GATMA1CT-ND,448-BSZ180P03NS3GATMA1DKR-ND","BSZ180P03NS3GATMA1","Infineon Technologies","Infineon Technologies","MOSFET P-CH 30V 9A/39.6A TSDSON","7,639","0.84","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","OptiMOS™","Active","P-Channel","MOSFET (Metal Oxide)","30 V","9A (Ta), 39.6A (Tc)","6V, 10V","18mOhm @ 20A, 10V","3.1V @ 48µA","30 nC @ 10 V","±25V","2220 pF @ 15 V","-","2.1W (Ta), 40W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","PG-TSDSON-8","8-PowerTDFN"
"https://www.infineon.com/dgdl/Infineon-SPD08P06PG-DS-v01_92-en.pdf?fileId=db3a30431ed1d7b2011f40433a224ec6","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6167/448%7EPPG-TO252-3%7E%7E2.jpg","SPD08P06PGBTMA1TR-ND,SPD08P06PGBTMA1CT-ND,SPD08P06PGBTMA1DKR-ND","SPD08P06PGBTMA1","Infineon Technologies","Infineon Technologies","MOSFET P-CH 60V 8.83A TO252-3","7,478","0.84","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SIPMOS®","Active","P-Channel","MOSFET (Metal Oxide)","60 V","8.83A (Ta)","6.2V","300mOhm @ 10A, 6.2V","4V @ 250µA","13 nC @ 10 V","±20V","420 pF @ 25 V","-","42W (Tc)","-55°C ~ 175°C (TJ)","Automotive","AEC-Q101","Surface Mount","PG-TO252-3","TO-252-3, DPAK (2 Leads + Tab), SC-63"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/411/DMG7401SFG.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6295/31%7EPOWERDI3333-8%7E%7E8.jpg","DMG7401SFG-7DITR-ND,DMG7401SFG-7DICT-ND,DMG7401SFG-7DIDKR-ND","DMG7401SFG-7","Diodes Incorporated","Diodes Incorporated","MOSFET P-CH 30V 9.8A PWRDI3333-8","5,445","0.84","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","P-Channel","MOSFET (Metal Oxide)","30 V","9.8A (Ta)","4.5V, 20V","11mOhm @ 12A, 20V","3V @ 250µA","58 nC @ 10 V","±25V","2987 pF @ 15 V","-","940mW (Ta)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","POWERDI3333-8","8-PowerVDFN"
"https://www.vishay.com/docs/68603/si3483cd.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E5540%7EDV%2CEV%7E6.jpg","SI3483CDV-T1-GE3TR-ND,SI3483CDV-T1-GE3CT-ND,SI3483CDV-T1-GE3DKR-ND","SI3483CDV-T1-GE3","Vishay Siliconix","Vishay Siliconix","MOSFET P-CH 30V 8A 6TSOP","80,095","0.85","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","TrenchFET®","Active","P-Channel","MOSFET (Metal Oxide)","30 V","8A (Tc)","4.5V, 10V","34mOhm @ 6.1A, 10V","3V @ 250µA","33 nC @ 10 V","±20V","1000 pF @ 15 V","-","2W (Ta), 4.2W (Tc)","-55°C ~ 150°C (TJ)","-","-","Surface Mount","6-TSOP","SOT-23-6 Thin, TSOT-23-6"
